real-time transcription	overhead (computing)	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
real-time transcription	q-learning	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
real-time transcription	interaction	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
overhead (computing)	interaction	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
decision tree	data mining	{'6db48787cefa77fe49373f2ac8bd1d3889070fd0': 2}
complex network	linear matrix inequality	{'622cd0cd6537cf0b6019460bf5af870a939f4230': 2}
speaker recognition	evolutionary algorithm	{'4d70d86e79d1ffea040867d9a8b42983444920b3': 2}
artificial neural network	global asymptotic stability	{'3203e6c5b896f0003029bf7d94a1f683150fa4fb': 2}
interference (communication)	cognition	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
decision tree	algorithm	{'6db48787cefa77fe49373f2ac8bd1d3889070fd0': 2}
early termination techniques	new techniques	{'ef88aeb9b4228d08ed3d5f5505ac8c1721e22d93': 2, '887c123b2a3346c6485df7f4556580a5db95034b': 2}
early termination techniques	existing approaches	{'ef88aeb9b4228d08ed3d5f5505ac8c1721e22d93': 2, '887c123b2a3346c6485df7f4556580a5db95034b': 2}
early termination techniques	resulting indexes	{'ef88aeb9b4228d08ed3d5f5505ac8c1721e22d93': 2, '887c123b2a3346c6485df7f4556580a5db95034b': 2}
early termination techniques	query processing	{'ef88aeb9b4228d08ed3d5f5505ac8c1721e22d93': 2, '887c123b2a3346c6485df7f4556580a5db95034b': 2}
early termination techniques	inverted lists	{'ef88aeb9b4228d08ed3d5f5505ac8c1721e22d93': 2, '887c123b2a3346c6485df7f4556580a5db95034b': 2}
early termination techniques	detailed experimental evaluation	{'ef88aeb9b4228d08ed3d5f5505ac8c1721e22d93': 2, '887c123b2a3346c6485df7f4556580a5db95034b': 2}
new techniques	existing approaches	{'ef88aeb9b4228d08ed3d5f5505ac8c1721e22d93': 2, '887c123b2a3346c6485df7f4556580a5db95034b': 2}
new techniques	resulting indexes	{'ef88aeb9b4228d08ed3d5f5505ac8c1721e22d93': 2, '887c123b2a3346c6485df7f4556580a5db95034b': 2}
new techniques	query processing	{'ef88aeb9b4228d08ed3d5f5505ac8c1721e22d93': 2, '887c123b2a3346c6485df7f4556580a5db95034b': 2}
new techniques	inverted lists	{'ef88aeb9b4228d08ed3d5f5505ac8c1721e22d93': 2, '887c123b2a3346c6485df7f4556580a5db95034b': 2}
new techniques	detailed experimental evaluation	{'ef88aeb9b4228d08ed3d5f5505ac8c1721e22d93': 2, '887c123b2a3346c6485df7f4556580a5db95034b': 2}
existing approaches	resulting indexes	{'ef88aeb9b4228d08ed3d5f5505ac8c1721e22d93': 2, '887c123b2a3346c6485df7f4556580a5db95034b': 2}
existing approaches	query processing	{'ef88aeb9b4228d08ed3d5f5505ac8c1721e22d93': 2, '887c123b2a3346c6485df7f4556580a5db95034b': 2}
existing approaches	inverted lists	{'ef88aeb9b4228d08ed3d5f5505ac8c1721e22d93': 2, '887c123b2a3346c6485df7f4556580a5db95034b': 2}
existing approaches	detailed experimental evaluation	{'ef88aeb9b4228d08ed3d5f5505ac8c1721e22d93': 2, '887c123b2a3346c6485df7f4556580a5db95034b': 2}
resulting indexes	query processing	{'ef88aeb9b4228d08ed3d5f5505ac8c1721e22d93': 2, '887c123b2a3346c6485df7f4556580a5db95034b': 2}
resulting indexes	inverted lists	{'ef88aeb9b4228d08ed3d5f5505ac8c1721e22d93': 2, '887c123b2a3346c6485df7f4556580a5db95034b': 2}
resulting indexes	detailed experimental evaluation	{'ef88aeb9b4228d08ed3d5f5505ac8c1721e22d93': 2, '887c123b2a3346c6485df7f4556580a5db95034b': 2}
query processing	inverted lists	{'ef88aeb9b4228d08ed3d5f5505ac8c1721e22d93': 2, '887c123b2a3346c6485df7f4556580a5db95034b': 2}
query processing	detailed experimental evaluation	{'ef88aeb9b4228d08ed3d5f5505ac8c1721e22d93': 2, '887c123b2a3346c6485df7f4556580a5db95034b': 2}
inverted lists	detailed experimental evaluation	{'ef88aeb9b4228d08ed3d5f5505ac8c1721e22d93': 2, '887c123b2a3346c6485df7f4556580a5db95034b': 2}
